ThreatScore,AttackType,Timestamp,SourceIP
0.5664,1,1747787887,48.62.8.115
0.3603,0,1747341055,156.120.202.74
0.7913,0,1748124511,184.79.53.249
0.8394,1,1747582985,157.225.163.131
0.3965,1,1748440635,25.20.198.135
0.8418,0,1747886582,106.101.125.5
0.5909,0,1747272727,125.229.197.131
0.6631,2,1748525685,192.195.235.207
0.0122,2,1747959981,36.171.42.226
0.709,1,1749395473,92.106.145.141
0.857,2,1748252694,27.145.249.126
0.0761,1,1747666500,97.208.118.8
0.4875,0,1747345372,158.34.215.57
0.1373,2,1747876353,70.14.52.164
0.3675,2,1749241659,129.33.4.161
0.0629,2,1749469190,209.205.234.230
0.1792,0,1749448349,77.144.40.139
0.3193,1,1748366187,81.197.119.173
0.8886,2,1747557361,204.216.37.243
0.7412,1,1748460075,91.22.38.62
0.0849,1,1749049249,189.47.190.248
0.3207,2,1749277060,168.143.9.88
0.3855,0,1749250230,110.163.107.221
0.2742,0,1748287857,130.128.49.131
0.8858,0,1748780519,187.247.110.188
0.6253,2,1748543739,163.237.143.41
0.1956,1,1747353035,158.129.59.1
0.1167,1,1748641793,19.16.203.72
0.7293,1,1749192801,181.236.78.163
0.9169,0,1747732875,22.162.145.157
0.88,1,1747067294,245.67.216.152
0.6239,2,1749639995,86.53.130.139
0.7554,2,1748941696,147.122.81.144
0.8527,2,1747437568,85.64.213.76
0.9008,1,1748473237,68.133.233.190
0.446,2,1749306624,229.12.125.55
0.4818,1,1747900112,65.186.144.118
0.613,0,1747891693,219.68.34.49
0.4968,1,1747495412,22.134.2.36
0.9095,2,1748342061,122.5.51.164
0.7011,1,1747497020,222.224.76.139
0.3648,1,1749055811,167.37.136.52
0.6913,2,1747841996,248.180.1.8
0.1558,1,1749262062,24.126.175.206
0.8057,0,1749015722,222.226.73.7
0.2891,1,1747920569,240.234.231.73
0.9652,2,1748796887,221.131.150.64
0.2799,1,1747775225,55.234.183.104
0.4127,1,1748034261,113.138.97.34
0.8627,1,1747110103,35.54.238.205
0.2576,1,1747621266,88.185.185.127
0.3981,2,1747760907,167.185.238.149
0.9236,1,1748321329,193.214.141.111
0.0113,0,1747951620,162.115.203.22
0.0827,1,1749349533,223.98.24.197
0.568,0,1748483054,109.150.248.178
0.6019,2,1748877185,152.208.63.248
0.4927,0,1747925325,102.31.42.161
0.6208,0,1747621605,254.183.52.47
0.0854,1,1749171270,184.195.34.142
0.4519,1,1748692898,181.65.157.5
0.299,1,1747062981,108.163.254.254
0.493,1,1749235480,124.153.226.14
0.9757,2,1747552081,193.213.107.231
0.7655,2,1749533638,121.26.23.137
0.8421,0,1749127403,236.199.67.26
0.791,0,1747817946,54.79.240.61
0.8421,1,1747762635,187.8.190.169
0.9678,1,1748850930,118.149.156.49
0.2305,2,1749489980,32.87.86.26
0.0614,0,1747636833,210.185.103.195
0.2733,0,1747328008,188.106.24.67
0.0314,1,1748023333,147.202.102.218
0.5704,2,1749241588,84.182.160.70
0.288,0,1748711819,225.51.247.118
0.6299,0,1749594778,227.2.238.88
0.2131,2,1747438190,174.52.178.27
0.2428,0,1748865361,32.41.186.246
0.1028,1,1747910811,250.195.8.252
0.8178,2,1748806132,187.181.4.12
0.9716,1,1748560041,115.38.127.210
0.6884,0,1747766497,175.125.235.142
0.514,2,1748570420,75.139.61.155
0.1603,2,1748860229,154.88.55.156
0.0257,1,1747697876,253.66.148.91
0.7101,2,1748288534,209.167.60.205
0.583,0,1749136083,209.41.155.140
0.7724,0,1749275311,13.238.219.203
0.3031,0,1748517641,83.66.102.11
0.0109,1,1747617264,29.38.182.30
0.8732,2,1747155708,167.206.44.134
0.4168,0,1748982696,249.118.89.120
0.4395,2,1748110427,103.172.104.29
0.1557,1,1748955801,72.248.246.87
0.2487,1,1749548465,246.217.32.178
0.5006,0,1748854665,170.35.149.32
0.9012,2,1748286128,247.172.243.144
0.4001,2,1747675881,114.200.48.1
0.9478,1,1748010203,81.119.5.254
0.1388,1,1749582187,159.142.239.4
0.7785,2,1748343135,254.57.63.147
0.4755,1,1748774544,38.155.252.151
0.7642,0,1748449807,78.149.170.115
0.4465,1,1747701572,172.36.9.183
0.9618,2,1748661323,169.251.252.31
0.8677,0,1748070309,125.212.31.151
0.9194,0,1747482468,66.194.211.184
0.3002,0,1747354630,213.215.67.98
0.1717,2,1748922015,100.26.188.7
0.0469,0,1748869854,4.176.181.191
0.6296,1,1748489349,41.198.11.198
0.8166,2,1747828650,145.241.207.101
0.8154,1,1747429611,178.39.196.97
0.9159,2,1747900853,201.67.59.86
0.3432,1,1748794433,248.85.110.129
0.1098,1,1748844792,218.86.188.228
0.7847,0,1749357990,53.167.68.176
0.7528,0,1747417307,64.160.121.190
0.4889,2,1748004250,115.8.60.22
0.8604,1,1749068188,1.12.69.172
0.5322,0,1748690909,74.104.78.66
0.2838,2,1747658028,226.80.28.197
0.1346,0,1747064843,16.231.204.92
0.415,1,1748057929,83.127.45.235
0.9375,1,1749403963,215.84.112.247
0.9142,0,1748760257,248.51.193.240
0.0851,0,1749051667,27.245.145.213
0.8357,2,1749577156,221.96.119.252
0.1259,1,1747559331,147.129.221.218
0.2749,2,1747824152,136.250.89.88
0.6612,1,1748694661,14.6.228.130
0.4153,1,1748593700,247.93.108.81
0.2374,1,1748299162,128.195.146.187
0.4412,1,1748720121,106.21.82.218
0.7022,2,1747241056,106.77.208.222
0.7217,2,1749093434,164.100.81.109
0.9352,2,1749175470,91.234.50.125
0.7639,0,1747646976,92.69.196.202
0.2178,1,1749613849,76.37.192.106
0.1852,1,1747720556,14.135.98.225
0.8103,2,1747362664,121.45.253.147
0.2012,1,1749487376,105.113.237.10
0.628,2,1749188896,225.163.41.105
0.8974,1,1747689322,194.108.163.20
0.3536,0,1747420325,162.235.83.22
0.3791,2,1748179291,134.12.151.153
0.065,2,1748602187,205.105.221.112
0.9237,2,1749347993,216.53.222.20
0.1748,2,1748936586,85.192.53.26
0.5697,0,1747204439,17.146.209.129
0.3233,0,1749345000,36.240.159.177
0.6074,1,1747666960,37.141.176.84
0.8044,1,1747217262,141.53.53.197
0.0223,2,1747575574,240.228.91.231
0.1286,1,1748984541,248.42.30.118
0.2961,1,1749162511,122.146.77.65
0.6837,2,1748307249,101.206.217.123
0.9832,1,1748374788,19.88.239.180
0.2907,1,1747466424,16.167.243.41
0.9842,2,1747152577,96.29.52.126
0.6705,1,1748521547,80.64.106.86
0.063,2,1747448336,85.239.205.142
0.2893,1,1748462859,46.192.129.221
0.0509,1,1747800981,5.219.75.103
0.793,0,1748106129,133.134.238.185
0.6541,1,1749354047,196.51.26.7
0.1039,0,1748582418,66.157.116.25
0.8507,2,1749296926,183.190.200.94
0.8894,1,1748877078,51.30.136.160
0.4606,1,1747104964,221.181.200.124
0.0956,0,1747482577,16.121.56.188
0.4104,0,1749489311,19.78.153.114
0.2348,0,1749575456,66.224.193.11
0.3929,2,1749030911,18.236.228.31
0.7856,1,1747974494,113.181.35.231
0.4876,1,1748274099,58.228.152.177
0.0511,2,1747793993,35.230.163.135
0.9235,0,1749218438,6.182.140.235
0.4837,1,1748071684,28.36.15.131
0.3882,0,1748766526,168.66.138.158
0.8115,0,1749174139,33.238.201.230
0.3552,0,1748488320,31.83.141.111
0.3926,1,1747938494,153.219.168.55
0.1458,1,1747857428,155.95.34.204
0.906,2,1747874356,223.21.161.142
0.7311,0,1747796295,71.100.136.156
0.2599,0,1747670010,68.21.36.51
0.2687,1,1747165390,223.60.116.118
0.0479,0,1747145077,253.178.240.252
0.7569,1,1748899594,85.12.81.102
0.7673,1,1747319424,167.254.172.171
0.1515,2,1748845514,99.223.18.46
0.9638,0,1748246439,80.224.88.199
0.2062,2,1748612165,237.248.165.64
0.6363,2,1747521573,132.184.72.26
0.5882,0,1748420192,92.179.191.243
0.0999,2,1748265611,185.3.173.156
0.3542,0,1749294276,18.105.76.228
0.4883,1,1749362680,37.145.45.104
0.7624,1,1749111438,133.71.24.185
0.1288,1,1749190638,141.147.14.177
0.957,2,1748119330,176.134.38.201
0.1128,1,1748059561,98.126.128.242
0.069,0,1747539108,246.23.190.227
0.1121,1,1748859914,145.120.8.96
0.5451,2,1748181436,5.223.69.82
0.4291,1,1749319234,92.203.42.47
0.5776,1,1749091422,234.163.73.254
0.808,0,1748130557,195.122.243.171
0.3147,2,1748805377,35.162.232.71
0.2857,2,1747079536,130.14.6.64
0.9118,1,1749138228,20.143.195.192
0.7014,2,1747885189,112.109.206.46
0.4911,1,1748749302,99.54.202.34
0.1497,1,1749309479,111.254.91.146
0.8907,2,1749364213,22.203.194.100
0.3546,0,1747395954,178.148.102.131
0.2743,0,1747834340,118.94.150.71
0.9638,1,1748094416,50.152.102.182
0.0496,1,1748739796,89.34.153.164
0.965,0,1749175522,5.120.71.231
0.9237,1,1748822832,11.154.253.72
0.1801,2,1749183724,15.168.133.187
0.1717,0,1747659803,95.200.124.192
0.3261,1,1749169937,164.19.150.191
0.9385,2,1748638940,134.121.162.239
0.1491,2,1748357826,69.4.227.191
0.0631,2,1747410570,23.82.240.171
0.6116,0,1747135701,218.43.143.160
0.7307,0,1748479150,19.23.83.217
0.8229,2,1749049600,166.32.172.188
0.6286,0,1748658833,119.164.96.22
0.1686,1,1749486677,167.213.203.41
0.0023,0,1747601393,177.225.183.109
0.4589,2,1747267410,50.84.78.148
0.439,0,1749431551,232.145.18.148
0.6633,2,1749046386,5.195.28.102
0.6291,2,1749352283,48.91.239.44
0.2869,0,1749453733,127.96.57.114
0.9905,1,1749289586,219.153.120.234
0.6157,2,1747466495,210.12.19.98
0.6503,1,1749321729,73.235.69.64
0.0311,1,1749384537,61.129.242.202
0.9069,2,1747395773,106.122.225.22
0.6988,0,1748094554,134.21.132.211
0.8408,1,1748252565,136.99.147.174
0.889,2,1747739346,10.207.191.114
0.5619,0,1749193871,204.21.61.166
0.589,0,1749517287,10.21.117.49
0.7041,2,1748775534,1.49.224.40
0.1883,2,1747360257,207.241.172.100
0.3529,2,1748891776,105.229.136.199
0.4053,1,1749293158,9.138.76.84
0.9626,0,1747569187,46.244.186.198
0.9462,1,1748014695,78.12.231.169
0.8693,2,1749238340,247.210.189.109
0.6459,1,1748550782,209.43.234.211
0.9763,2,1748713221,220.245.14.73
0.4277,0,1747702842,164.194.140.95
0.725,2,1748638204,167.234.104.236
0.3289,2,1748488523,90.144.24.249
0.9929,1,1747929202,26.179.40.194
0.0408,0,1749249463,246.105.23.6
0.8739,0,1747977484,65.104.227.93
0.7612,1,1747882682,205.228.240.241
0.8298,0,1748311896,110.224.32.24
0.6065,1,1747131716,163.228.5.26
0.4643,2,1749169430,9.130.165.232
0.5545,0,1747899563,130.10.96.55
0.2239,2,1749620615,6.215.191.47
0.4543,1,1749572034,17.139.2.134
0.0107,0,1747359920,190.162.71.8
0.3833,2,1749082703,127.8.149.161
0.7153,2,1747756689,88.197.191.134
0.2849,0,1748389333,184.185.108.207
0.4151,1,1747920280,130.28.24.183
0.794,0,1748591557,195.212.102.60
0.6131,1,1748829539,100.208.57.235
0.475,1,1749223130,211.220.204.91
0.6504,2,1748948955,116.219.160.114
0.9819,0,1747862879,142.218.120.248
0.7543,1,1749423525,99.233.121.70
0.7037,1,1749008175,137.120.12.214
0.0971,1,1749371150,50.17.74.246
0.707,0,1747779125,184.232.196.22
0.3652,0,1747512934,208.202.90.140
0.1462,1,1748699665,51.74.214.108
0.0953,0,1748345589,158.9.150.215
0.3792,2,1747481766,62.66.114.104
0.0904,0,1749076990,13.59.131.216
0.6451,0,1748658456,192.132.104.254
0.8677,0,1748209317,119.163.142.97
0.8524,0,1748773031,124.128.68.14
0.8394,2,1748392580,185.154.113.42
0.8489,2,1747592593,35.23.113.50
0.7762,2,1747620828,3.209.160.243
0.8187,0,1748998759,227.186.39.123
0.0967,0,1748415164,111.68.113.104
0.1467,1,1749023081,51.215.121.124
0.849,0,1748815510,90.64.17.207
0.3032,1,1749038153,102.251.22.191
0.0526,0,1749623725,9.199.244.42
0.6304,1,1748300810,127.92.179.96
0.074,2,1749459923,93.55.243.66
0.6611,1,1747641329,142.82.3.134
0.4703,1,1749590469,7.142.3.124
0.935,0,1748781051,252.106.101.127
0.7006,0,1747415400,121.18.84.235
0.2761,0,1749499034,204.228.106.91
0.0616,2,1747620621,194.226.244.222
0.2531,0,1748567923,157.228.175.149
0.0311,2,1748430497,11.120.10.245
0.0534,0,1747858391,128.196.85.95
0.7422,0,1748303424,179.210.124.186
0.1227,2,1748144813,202.250.147.170
0.618,2,1748639585,42.87.15.200
0.2799,1,1748327489,12.187.21.119
0.9951,0,1747702385,32.204.222.121
0.6476,2,1749409024,105.175.223.193
0.3611,1,1748162629,96.152.238.179
0.8637,2,1748017999,23.165.133.104
0.5285,2,1748955933,166.47.7.27
0.2709,2,1749078376,50.111.19.238
0.2073,2,1748198936,55.215.239.126
0.9321,0,1749041771,126.241.181.210
0.9293,2,1748650532,230.152.89.172
0.801,0,1748960294,201.48.169.58
0.4855,1,1747751962,225.69.71.102
0.3066,1,1748676532,40.71.31.164
0.6043,1,1749164970,124.92.93.43
0.5318,0,1748056017,240.84.244.116
0.1454,2,1749307717,205.51.115.131
0.0461,0,1748836746,1.228.14.253
0.5972,2,1749501533,35.88.70.226
0.5331,0,1747788652,22.82.30.138
0.7196,2,1747129789,189.55.154.29
0.6894,2,1748964337,225.219.85.120
0.4026,1,1747413697,143.85.22.179
0.7023,1,1748072481,20.248.209.160
0.0872,1,1747928958,100.84.13.59
0.5577,1,1748763713,66.147.125.103
0.2045,2,1748379227,18.145.166.217
0.9027,0,1748672806,65.23.19.208
0.9985,1,1747489125,2.240.96.241
0.7286,0,1748471457,213.7.253.15
0.0257,2,1747296491,131.100.185.78
0.0865,1,1748105340,2.81.114.183
0.6127,0,1748982232,61.183.57.174
0.8071,0,1747681484,64.104.93.143
0.3759,1,1748440524,141.150.246.87
0.5403,0,1748496391,59.81.241.223
0.5766,1,1748235437,48.210.251.212
0.7015,0,1747231752,31.183.52.137
0.0037,0,1748008261,64.215.242.128
0.0968,1,1748760128,84.15.25.107
0.5489,2,1748286262,70.227.247.90
0.0682,1,1747985153,105.238.221.198
0.4784,1,1749559968,72.204.51.60
0.7577,0,1747650013,77.183.244.21
0.1909,0,1749152719,87.121.182.20
0.9482,2,1747539963,242.123.100.55
0.5441,0,1749562273,173.150.39.141
0.163,0,1747835193,90.25.222.142
0.2754,1,1748075151,59.29.115.132
0.6269,1,1749251181,178.147.120.112
0.35,2,1748418909,90.140.19.133
0.644,0,1747683388,123.122.133.229
0.2786,0,1748050163,117.46.77.108
0.547,0,1748417698,99.17.76.121
0.9358,1,1748920941,54.200.16.52
0.8199,1,1749399199,143.107.57.164
0.2788,0,1748357757,82.112.174.235
0.7394,1,1749529029,89.2.103.213
0.3238,2,1747176105,159.146.32.136
0.9934,2,1747864084,20.249.114.13
0.3965,2,1748437608,99.80.48.68
0.5235,1,1747680948,158.25.109.140
0.0475,2,1747856097,250.64.33.158
0.1736,1,1749093765,159.2.83.172
0.0605,2,1747646715,182.127.141.247
0.9252,0,1749130226,127.245.220.186
0.5303,2,1747462762,217.186.234.168
0.7975,1,1748204719,217.10.135.159
0.9236,0,1748942745,208.52.82.129
0.002,0,1747647553,96.204.9.121
0.4655,2,1748224938,10.51.66.197
0.018,1,1747665169,200.20.139.13
0.5834,0,1748001038,105.220.44.70
0.8168,0,1747121993,169.253.112.234
0.652,2,1747200134,111.43.40.131
0.4923,0,1748192034,5.31.12.67
0.3272,1,1747970591,227.231.238.59
0.4356,0,1747487709,146.221.75.138
0.0744,1,1748047327,43.193.155.173
0.9449,1,1748533044,33.146.107.248
0.7086,1,1748906502,184.185.78.196
0.1768,2,1749457445,173.114.167.210
0.5593,2,1749009934,23.90.80.9
0.9639,0,1748390160,210.153.164.164
0.5494,2,1749447153,96.86.113.68
0.4526,2,1749565169,90.58.71.216
0.0732,0,1748381371,41.114.67.81
0.6554,1,1747877469,232.61.127.174
0.0585,0,1749132801,70.27.67.94
0.3657,2,1747574619,141.87.3.17
0.716,1,1747721033,11.24.118.189
0.441,0,1748785746,233.67.55.248
0.6554,1,1748109126,219.223.63.118
0.3698,1,1748126432,251.121.224.136
0.1332,0,1747351663,65.127.227.234
0.3493,1,1748306085,195.73.37.160
0.8198,1,1747506801,234.51.105.141
0.4842,1,1748710394,33.89.8.243
0.4583,1,1748958709,214.83.249.185
0.0407,1,1747394987,233.161.35.43
0.4781,2,1748532801,226.238.209.230
0.4233,1,1747699294,20.117.177.22
0.5125,1,1748498153,65.16.76.143
0.8149,0,1749264132,30.147.163.244
0.5883,1,1748223094,129.120.58.11
0.7166,2,1749580837,181.164.167.44
0.6614,1,1747967783,34.229.52.95
0.2579,0,1748308917,179.173.33.148
0.8135,1,1748053165,174.192.216.123
0.1708,1,1749067429,137.81.142.14
0.0514,0,1749020612,146.158.28.111
0.5322,0,1747178989,88.103.41.77
0.7618,1,1747324264,206.68.10.222
0.8506,2,1747707264,23.35.15.141
0.5156,1,1747584002,117.165.29.146
0.1479,0,1749205321,231.187.183.150
0.8832,2,1747068135,40.51.100.163
0.8531,1,1749335425,233.144.146.80
0.2975,1,1748310711,32.239.145.28
0.2621,1,1747838174,228.132.222.196
0.3454,1,1749536454,56.169.139.184
0.1798,0,1748153793,55.251.229.17
0.1341,0,1747274399,120.239.65.18
0.9451,0,1747112430,71.55.144.47
0.5752,0,1748072054,237.241.179.53
0.9748,2,1747660054,239.136.35.120
0.0494,1,1749118197,144.230.198.28
0.0042,1,1749509012,149.117.98.115
0.7317,1,1747857018,92.62.196.67
0.1033,2,1747431943,45.88.175.13
0.6091,1,1747087390,124.30.37.182
0.957,2,1747868276,53.23.116.97
0.1492,2,1749357030,133.230.88.12
0.0619,1,1747149173,186.221.88.122
0.0013,1,1747942465,248.54.76.9
0.7816,1,1748820287,67.188.89.181
0.1168,2,1749436479,123.39.45.84
0.4833,1,1747626003,162.5.208.169
0.1908,2,1747432362,118.56.147.129
0.2258,1,1748948862,234.130.21.36
0.3065,2,1748382783,70.235.112.102
0.9402,1,1747412215,84.249.52.158
0.7812,2,1749404628,159.218.29.149
0.8776,0,1749315801,227.209.113.70
0.916,1,1748308655,66.44.119.254
0.7268,1,1748431352,204.75.187.82
0.0999,2,1749003715,103.88.98.199
0.182,0,1748035220,57.56.25.120
0.8027,1,1748417360,102.48.143.149
0.4223,0,1747142265,217.211.210.252
0.8832,2,1747690627,236.62.228.202
0.145,1,1749061656,157.195.170.128
0.8507,1,1747521849,174.237.86.137
0.0693,0,1748405056,231.139.48.206
0.3988,2,1748354644,110.40.106.136
0.7818,0,1749187142,23.98.110.85
0.3067,2,1748539966,95.184.220.253
0.3741,2,1749169811,74.101.35.61
0.4305,2,1747298974,72.99.20.222
0.0231,0,1747459775,221.149.200.179
0.6893,1,1748473459,238.110.74.142
0.8578,2,1747551747,89.107.200.144
0.6028,1,1748045166,29.180.179.23
0.9154,0,1749292383,8.162.48.165
0.4037,0,1749162272,162.240.4.113
0.1849,2,1749282506,207.100.36.16
0.0112,1,1748018643,186.81.156.41
0.9111,2,1747422889,36.7.221.152
0.4501,1,1747103196,157.92.59.13
0.1154,2,1748796396,199.128.142.233
0.3773,1,1747842580,44.91.29.184
0.2513,0,1747961377,168.188.8.2
0.4021,0,1747372051,42.79.228.175
0.1296,0,1747352353,242.144.172.177
0.9455,0,1748963356,37.243.25.120
0.1302,1,1749124971,131.90.95.240
0.788,1,1748745871,124.231.113.234
0.8872,2,1747960649,61.73.171.229
0.1828,0,1747487796,137.178.103.188
0.6722,2,1747162973,49.246.118.177
0.5241,2,1748437776,131.250.202.2
0.296,0,1747548286,223.230.98.22
0.1158,2,1749169799,101.106.37.147
0.7222,1,1747669557,31.36.206.110
0.758,0,1748892648,80.192.136.188
0.7641,2,1747543148,123.250.239.219
0.2463,2,1747237711,251.122.189.185
0.7174,1,1747681033,10.133.222.122
0.1806,1,1747530647,216.244.179.167
0.5003,0,1747521705,63.15.51.75
0.2183,1,1747323909,139.179.134.102
0.8192,2,1747457488,5.213.173.160
0.8396,2,1748963392,212.229.116.102
0.2573,0,1748100198,7.10.245.199
0.2289,1,1748997596,60.58.38.254
0.088,0,1747816254,174.13.211.242
0.192,2,1748182341,18.192.108.37
0.0071,2,1749164169,208.13.192.78
0.6689,0,1749476573,245.128.146.131
0.3212,2,1749208394,253.63.249.211
0.3575,1,1748707640,99.71.251.63
0.6594,0,1748881147,74.180.243.161
0.1802,1,1747566863,248.164.51.207
0.7798,0,1748089321,84.58.115.59
0.9067,1,1749406782,83.132.170.240
0.1394,1,1747696384,194.235.31.144
0.564,0,1748127243,110.187.86.30
0.1768,2,1748164128,44.224.1.77
0.0456,0,1749515939,104.79.125.232
0.516,2,1749086174,27.59.170.251
0.4997,0,1748225325,172.220.172.25
0.8897,2,1748831100,125.165.166.184
0.128,0,1747278358,63.5.215.54
0.1797,0,1748617063,117.13.107.185
0.3921,1,1747921423,179.89.136.215
0.1246,2,1747636595,156.19.182.229
0.5744,2,1748701553,14.237.22.112
0.9443,2,1747737134,48.178.139.184
0.5467,1,1747997569,91.210.233.59
0.7008,0,1747553896,2.49.106.43
0.7884,0,1747116171,240.57.15.166
0.5133,0,1749645885,179.254.40.235
0.0599,2,1749313305,92.234.94.111
0.8671,0,1748275687,138.200.254.229
0.023,2,1748156800,56.229.216.69
0.073,0,1747801186,30.229.62.151
0.5278,0,1747250502,55.65.2.44
0.0677,2,1747182740,140.62.40.135
0.8116,2,1747207103,246.61.220.101
0.8769,0,1747957137,29.9.33.119
0.447,0,1747386562,87.12.250.130
0.993,2,1749422726,25.220.213.119
0.3221,0,1748140141,144.112.199.126
0.9902,1,1747622961,151.28.167.186
0.4439,2,1747223950,85.90.28.164
0.0664,1,1748501395,242.10.227.2
0.8599,1,1747414176,118.157.114.192
0.4059,0,1747173258,174.93.121.100
0.1648,1,1747366524,50.111.91.61
0.8909,2,1747604529,153.126.75.159
0.2763,0,1748834353,184.19.132.30
0.9216,0,1748516085,52.10.11.34
0.7213,0,1747585535,51.41.165.192
0.8015,0,1747572351,42.61.134.222
0.8532,1,1748957538,83.107.163.115
0.6039,2,1749006897,14.165.227.236
0.7102,1,1748037470,11.90.246.174
0.3105,0,1747295123,16.19.53.104
0.6311,0,1747534352,38.50.164.130
0.2368,0,1749641072,217.79.159.82
0.0795,1,1749163739,31.225.151.200
0.3955,0,1749475047,250.191.191.33
0.9081,1,1748321930,103.135.195.179
0.1646,1,1748572268,51.56.195.221
0.9006,1,1748126055,239.188.232.188
0.596,1,1748431236,14.84.188.90
0.0431,1,1749467597,13.195.71.24
0.0605,0,1748379377,26.70.202.108
0.5553,1,1748826794,10.169.226.140
0.4254,0,1748727739,20.116.208.7
0.4167,1,1749321633,248.17.196.35
0.3832,2,1748365787,105.115.115.132
0.7819,2,1748452566,59.232.128.119
0.1594,2,1749636112,161.201.132.40
0.9868,2,1747645371,22.243.33.152
0.0501,0,1748435542,180.33.20.147
0.2859,2,1747453182,7.224.104.48
0.2019,1,1748926522,185.207.27.24
0.4644,0,1747878044,59.49.218.192
0.6368,1,1749117275,115.18.100.98
0.8554,0,1748807448,241.82.20.204
0.634,1,1748642762,106.41.55.98
0.1931,2,1748455144,43.85.192.169
0.2174,0,1749227774,29.52.81.171
0.6823,1,1749185914,139.204.18.118
0.7695,1,1748025275,126.215.110.155
0.2086,2,1748243019,88.25.84.185
0.6104,2,1748409467,98.133.44.198
0.4991,2,1747736094,59.248.96.198
0.1501,2,1748398652,245.220.200.9
0.6108,2,1747488274,202.176.74.70
0.4291,1,1747079653,239.152.86.66
0.7552,0,1747159213,220.109.243.225
0.0359,2,1748374063,176.216.91.42
0.7826,2,1747805515,236.220.46.177
0.3815,0,1748801281,65.107.82.207
0.4124,1,1748585142,216.151.7.232
0.8474,1,1747658453,33.241.201.95
0.1936,0,1747613854,204.26.102.206
0.9251,1,1748342419,8.207.55.205
0.5674,1,1748652778,185.221.102.159
0.305,2,1749189148,204.131.156.177
0.6792,1,1748336269,94.19.246.92
0.5424,2,1748986232,38.192.30.205
0.9601,1,1748076128,4.72.219.247
0.0036,2,1749370468,131.94.241.169
0.8892,1,1749601996,34.9.45.4
0.2964,2,1747762351,191.41.75.199
0.8252,2,1747771438,37.118.229.29
0.8067,2,1747640082,193.245.223.31
0.5819,2,1749062561,70.146.21.160
0.2708,2,1749141349,29.222.55.75
0.0072,1,1747454242,147.156.181.112
0.5299,1,1748317386,174.131.116.53
0.2397,0,1748329037,5.223.113.176
0.239,0,1747132128,10.141.6.171
0.6682,2,1749617335,12.6.165.199
0.1276,2,1749612430,101.168.71.70
0.203,0,1748984274,130.1.134.80
0.9189,2,1748616156,143.18.171.230
0.1565,1,1749392620,196.122.191.101
0.278,2,1749134791,215.230.164.102
0.4221,2,1747858646,97.90.69.16
0.2637,0,1747484050,46.98.133.131
0.4012,1,1748599792,235.50.22.228
0.1775,2,1747319912,180.81.114.77
0.1592,1,1749576498,193.109.229.12
0.744,1,1749099126,156.24.58.107
0.6208,2,1747406925,165.145.200.226
0.5826,2,1748441375,243.176.96.130
0.5666,2,1748152946,165.213.169.183
0.3634,0,1747343253,245.204.252.135
0.3081,2,1747180694,149.102.130.109
0.9295,1,1748967174,249.252.177.245
0.9808,2,1748553544,161.129.92.194
0.7255,2,1747582581,85.175.95.92
0.8899,0,1749533426,4.234.144.127
0.4744,0,1748818998,108.27.121.57
0.6156,1,1748702235,138.219.177.52
0.3378,2,1749026389,188.33.199.79
0.0474,1,1749240103,182.222.251.231
0.0819,0,1747979972,14.222.160.49
0.4074,1,1748029876,74.186.176.237
0.9497,1,1749425175,16.208.109.180
0.5767,2,1748476201,142.165.77.19
0.4615,0,1748360963,194.28.154.75
0.0137,2,1749647262,250.219.240.193
0.9589,1,1748636633,75.40.169.236
0.9182,2,1747770298,250.58.123.27
0.2539,1,1748654220,210.32.146.251
0.7945,2,1748446683,135.206.100.48
0.7465,2,1748201545,23.131.172.101
0.3963,1,1748074359,122.21.12.4
0.9149,1,1747568987,109.216.73.33
0.3455,2,1747895636,230.183.242.236
0.3328,2,1748082021,52.42.227.67
0.7122,0,1748830117,194.215.238.146
0.3659,1,1748391758,89.121.118.243
0.1776,1,1748034645,233.172.148.31
0.8697,2,1749032730,78.171.41.113
0.2964,1,1748403338,237.229.135.80
0.961,1,1747242109,109.199.166.208
0.9017,1,1748078959,155.30.17.19
0.2523,1,1747961557,23.244.165.31
0.9687,2,1748397009,12.249.131.225
0.4603,1,1747688351,20.177.149.81
0.6634,2,1748040072,191.208.174.215
0.9501,2,1749225234,72.218.71.19
0.2517,0,1748775019,104.4.236.204
0.7792,2,1749007743,213.70.8.59
0.6369,2,1748107005,3.188.242.210
0.2772,1,1747272446,48.224.124.126
0.2619,2,1747935409,56.19.84.46
0.4728,0,1748386982,38.99.204.180
0.9357,1,1747132999,181.172.118.145
0.0663,2,1748303858,221.223.202.17
0.5916,1,1747299749,206.194.54.131
0.7236,0,1747930788,114.119.16.67
0.3551,2,1749030402,250.230.180.181
0.2423,2,1748609514,72.55.85.128
0.149,0,1748908627,65.205.16.32
0.6021,0,1749621018,7.193.102.120
0.0493,2,1748885646,115.141.173.5
0.8018,1,1749423529,228.64.239.218
0.3261,2,1749167354,147.179.130.209
0.4342,1,1748321198,19.68.50.143
0.6414,2,1749376115,226.98.181.84
0.9848,2,1749196548,83.39.15.155
0.7619,0,1749439473,129.66.142.158
0.8436,2,1747885768,96.227.107.241
0.1794,1,1749601973,213.67.237.219
0.418,0,1748107352,249.85.24.85
0.0249,2,1748225296,227.134.104.154
0.7721,0,1749638241,4.178.96.234
0.5012,1,1747521736,122.237.48.39
0.6463,2,1749108571,252.117.190.92
0.5106,0,1747535659,250.2.30.125
